# COMBINED SOURCE LIST
# created by JV on  Fri Nov 20 12:13:21 2009
# field = 05hr
# input run = 3sig_nclean_pf
# 86.7127 square degrees used
# 150 GHz map RMS depth =       1.27101
# 220 GHz map RMS depth =       3.35460
# Units are degrees, mJy, arcsec
# desc: ID@@int index150@@int index220@@int ix@@float iy@@float ra@@float dec@@float SNR150@@float S_150@@float noise_150@@float SNR220@@float S_220@@float noise_220@@float alpha@@float dr_SUMSS@@float dr_IRAS@@float dr_RASS@@float dr_AT20G@@float
162   1112   192   1766.00   1779.00   84.236099   -55.905914   3.13887   3.99816   1.27376   4.00033   13.4682   3.36678   3.34398   116   198   726   1777
163   118   -1   2393.00   1857.00   88.939095   -56.085464   4.99763   6.56270   1.31316   0.874726   2.98867   3.41670   -2.16574   52   501   398   3036
164   156   -1   1793.24   891.000   84.291756   -52.203178   4.37393   5.63864   1.28915   2.55380   8.84881   3.46495   1.24078   628   568   1072   1127
165   -1   117   706.000   738.000   76.987495   -51.430122   2.61937   3.43339   1.31077   4.31328   14.9246   3.46014   4.04599   327   575   1101   1312
166   505   457   1718.00   2627.00   84.000259   -59.446957   3.50032   4.27420   1.22109   3.62129   11.5709   3.19525   2.74209   116   872   795   2724
167   123   -1   853.000   2767.00   76.819862   -59.914177   4.90957   5.94359   1.21061   1.10179   3.52916   3.20313   -1.43521   11   267   1818   3873
168   -1   81   884.641   1817.00   77.669586   -55.972500   2.03925   2.56159   1.25615   4.59158   15.3610   3.34548   4.93188   145   1357   1014   4293
169   126   -1   2435.84   603.839   88.497513   -50.863861   4.80321   6.32822   1.31750   1.44409   5.00292   3.46442   -0.647041   4   761   98   2738
170   -1   78   1319.00   2374.00   80.789124   -58.382748   1.96332   2.39739   1.22109   4.61212   14.7369   3.19525   5.00007   219   376   995   3723
171   117   -1   2470.67   857.284   88.868011   -51.905891   5.00414   6.59294   1.31750   0.219287   0.759702   3.46442   -5.94959   9   717   796   4441
172   -1   77   1491.45   2143.45   82.174141   -57.433479   1.92794   2.35418   1.22109   4.61818   14.7563   3.19525   5.05376   190   442   1438   1319
173   -1   143   2276.76   2113.76   88.225426   -57.192577   2.74739   3.60777   1.31316   4.18022   14.2825   3.41670   3.78851   133   309   307   1119
174   131   -1   1824.00   2092.00   84.737541   -57.204052   4.71507   6.00586   1.27376   1.66599   5.60902   3.36678   -0.188219   14   1361   490   3584
175   128   -1   651.000   1307.00   76.283516   -53.774719   4.76456   5.98498   1.25615   1.48976   4.98397   3.34548   -0.503942   120   605   744   2982
176   -1   132   1305.00   2059.00   80.750008   -57.067623   2.62728   3.34652   1.27376   4.24134   14.2797   3.36678   3.99493   183   543   1001   876
