# SPT ID	RA	DEC	S/N (2.0mm)	S_raw (2.0mm) [mJy]	S_best (2.0mm) [mJy]	dS_up (2.0mm) [mJy]	dS_down (2.0mm) [mJy]	S/N (1.4mm)	S_raw (1.4mm) [mJy]	S_best (1.4mm) [mJy]	dS_up (1.4mm) [mJy]	dS_down (1.4mm) [mJy]	alpha_raw	alpha_best	d_alpha_up	d_alpha_down	P(alpha>1)	Type	dR_SUMSS [arcsec]	dR_RASS [arcsec]	dR_IRAS [arcsec]
SPT-S_J050616-5310.9	  76.569	 -53.183	   1.70	   2.13	   1.09	   1.28	   0.75	   4.01	  13.40	   1.19	   1.73	   0.70	   5.0	   0.7	   2.8	   2.4	   0.38	sync	 776	 378	1342
SPT-S_J050616-5148.1	  76.569	 -51.802	   3.10	   4.06	   0.28	   0.33	   0.14	   0.00	  -1.19	   0.38	   0.78	   0.26	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 209	 481	 728
SPT-S_J050617-5748.7	  76.573	 -57.813	  21.73	  26.30	  26.06	   1.63	   1.63	   6.01	  19.26	  18.47	   3.70	   3.65	  -0.8	  -0.9	   0.5	   0.6	   0.00	sync	   3	 212	 963
SPT-S_J050617-5018.8	  76.574	 -50.314	   3.05	   4.00	   0.28	   0.34	   0.14	   0.00	  -0.46	   0.40	   0.81	   0.28	   NaN	   0.7	   2.8	   2.5	   0.38	sync	 171	 694	 707
SPT-S_J050619-5719.5	  76.582	 -57.326	   3.03	   3.81	   0.30	   0.36	   0.16	   0.31	   1.05	   0.45	   0.94	   0.31	  -3.5	   0.9	   2.7	   2.7	   0.40	sync	 584	 150	 527
SPT-S_J050620-5835.9	  76.584	 -58.599	   1.77	   2.14	   1.01	   1.19	   0.71	   3.19	  10.22	   1.04	   1.15	   0.59	   4.2	   0.3	   2.8	   2.2	   0.32	sync	 128	 202	 309
SPT-S_J050620-5741.0	  76.584	 -57.685	   5.61	   6.79	   6.16	   1.31	   1.35	   3.25	  10.42	   9.00	   3.26	   3.42	   1.2	   1.1	   1.1	   1.4	   0.28	sync	   3	 456	 544
SPT-S_J050620-5007.0	  76.586	 -50.117	   3.16	   4.14	   0.31	   0.40	   0.17	   0.52	   1.79	   0.48	   1.05	   0.33	  -2.3	   1.0	   2.7	   2.7	   0.41	sync	 241	1372	 556
SPT-S_J050621-5011.8	  76.589	 -50.197	   3.15	   4.13	   0.28	   0.33	   0.15	   0.00	  -1.64	   0.38	   0.76	   0.26	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 220	1088	 497
SPT-S_J050623-5434.9	  76.598	 -54.582	   3.58	   4.49	   0.36	   0.60	   0.20	   0.55	   1.84	   0.56	   1.31	   0.40	  -2.4	   0.8	   2.8	   2.6	   0.39	sync	  23	 290	 398
SPT-S_J050624-5024.8	  76.600	 -50.415	   5.37	   7.04	   6.16	   1.44	   1.56	   1.64	   5.68	   4.73	   2.81	   1.98	  -0.6	  -0.6	   1.5	   1.5	   0.04	sync	  23	 343	 954
SPT-S_J050624-5026.7	  76.601	 -50.445	   0.00	  -1.25	   0.30	   0.42	   0.19	   3.22	  11.14	   0.57	   0.73	   0.29	   NaN	   2.3	   1.9	   2.7	   0.60	dust	 133	 257	1051
SPT-S_J050626-5515.1	  76.611	 -55.252	   1.56	   1.96	   0.90	   1.16	   0.62	   3.55	  11.89	   1.04	   1.23	   0.60	   4.9	   0.6	   2.8	   2.4	   0.37	sync	 367	1047	1008
SPT-S_J050628-5324.2	  76.620	 -53.403	   1.67	   2.10	   0.94	   1.18	   0.67	   3.24	  10.84	   1.01	   1.12	   0.57	   4.5	   0.4	   2.8	   2.3	   0.33	sync	 452	 996	 915
SPT-S_J050629-5953.8	  76.621	 -59.897	   1.41	   1.70	   0.77	   1.05	   0.52	   3.23	  10.36	   0.92	   1.09	   0.52	   4.9	   0.8	   2.7	   2.4	   0.38	sync	 356	1764	 147
SPT-S_J050632-5115.6	  76.634	 -51.261	   0.66	   0.86	   0.51	   0.76	   0.34	   3.08	  10.65	   0.75	   0.88	   0.42	   6.8	   1.4	   2.4	   2.6	   0.46	sync	 361	 464	 874
SPT-S_J050632-5201.8	  76.635	 -52.031	   3.73	   4.88	   0.38	   0.75	   0.22	   0.56	   1.93	   0.60	   1.47	   0.44	  -2.5	   0.8	   2.8	   2.5	   0.38	sync	 120	1039	 993
SPT-S_J050632-5140.9	  76.635	 -51.682	   2.43	   3.19	   1.86	   1.47	   1.25	   3.64	  12.61	   1.45	   1.70	   0.78	   3.7	  -0.4	   2.9	   1.8	   0.24	sync	 233	 760	 327
SPT-S_J050635-5333.0	  76.648	 -53.551	   1.06	   1.33	   0.62	   0.89	   0.42	   3.02	  10.10	   0.80	   0.95	   0.45	   5.5	   1.0	   2.6	   2.5	   0.42	sync	 188	1302	 588
SPT-S_J050636-5246.5	  76.652	 -52.776	   3.71	   4.66	   0.32	   0.47	   0.17	   0.00	  -2.22	   0.42	   0.88	   0.29	   NaN	   0.3	   2.8	   2.3	   0.32	sync	 835	1103	 129
SPT-S_J050637-5050.5	  76.655	 -50.843	   0.00	  -0.87	   0.31	   0.46	   0.20	   3.08	  10.65	   0.59	   0.74	   0.30	   NaN	   2.2	   2.0	   2.7	   0.58	dust	 502	 960	 839
SPT-S_J050638-5619.5	  76.659	 -56.325	   0.28	   0.36	   0.43	   0.65	   0.28	   3.16	  10.58	   0.70	   0.85	   0.40	   9.2	   1.7	   2.2	   2.7	   0.51	dust	 616	 273	 355
SPT-S_J050639-5831.1	  76.663	 -58.519	   3.09	   3.74	   0.42	   0.67	   0.25	   1.87	   5.98	   0.86	   2.21	   0.66	   1.3	   1.9	   2.2	   3.1	   0.53	dust	 226	 274	 338
SPT-S_J050640-5634.3	  76.667	 -56.572	   4.02	   5.04	   0.43	   1.60	   0.26	   0.23	   0.75	   0.67	   1.57	   0.49	  -5.2	   0.3	   2.9	   2.3	   0.33	sync	 256	 176	1235
SPT-S_J050640-5213.2	  76.667	 -52.222	   1.49	   1.95	   0.80	   1.15	   0.57	   3.05	  10.56	   0.92	   1.01	   0.52	   4.6	   0.5	   2.8	   2.3	   0.35	sync	 377	1111	 874
SPT-S_J050640-5136.8	  76.669	 -51.614	   3.10	   4.06	   0.33	   0.43	   0.18	   1.04	   3.58	   0.54	   1.27	   0.40	  -0.3	   1.3	   2.6	   2.8	   0.45	sync	 410	 973	 233
SPT-S_J050641-5649.4	  76.675	 -56.824	   0.00	  -0.12	   0.38	   0.56	   0.24	   3.44	  11.52	   0.68	   0.86	   0.37	   NaN	   2.0	   2.1	   2.7	   0.55	dust	 350	 159	 667
SPT-S_J050643-5352.0	  76.680	 -53.867	   0.08	   0.10	   0.40	   0.60	   0.27	   3.28	  10.97	   0.69	   0.84	   0.37	  12.8	   1.9	   2.2	   2.7	   0.53	dust	 495	 798	 479
SPT-S_J050644-5045.3	  76.686	 -50.756	   1.45	   1.89	   0.90	   1.19	   0.63	   3.91	  13.51	   1.05	   1.44	   0.61	   5.3	   0.9	   2.7	   2.5	   0.40	sync	 464	 947	1118
SPT-S_J050645-5736.1	  76.690	 -57.603	   1.18	   1.43	   0.67	   0.93	   0.47	   3.15	  10.10	   0.86	   1.02	   0.49	   5.3	   1.0	   2.6	   2.5	   0.41	sync	 337	 255	 503
SPT-S_J050645-5235.9	  76.691	 -52.600	   2.30	   2.89	   1.62	   1.39	   1.12	   3.57	  11.95	   1.36	   1.55	   0.74	   3.9	  -0.2	   2.9	   1.9	   0.25	sync	 689	1383	 762
SPT-S_J050646-5445.4	  76.693	 -54.758	   1.85	   2.33	   1.10	   1.28	   0.77	   3.39	  11.34	   1.10	   1.25	   0.62	   4.3	   0.2	   2.9	   2.2	   0.31	sync	  56	 640	 936
SPT-S_J050647-5205.8	  76.699	 -52.098	   3.01	   3.95	   0.27	   0.30	   0.14	   0.00	  -2.74	   0.35	   0.67	   0.24	   NaN	   0.5	   2.8	   2.4	   0.34	sync	 188	1315	1153
SPT-S_J050648-5259.7	  76.703	 -52.996	   3.37	   4.23	   0.35	   0.50	   0.19	   0.73	   2.44	   0.55	   1.26	   0.40	  -1.5	   1.0	   2.7	   2.7	   0.42	sync	 942	 388	 669
SPT-S_J050650-5516.1	  76.711	 -55.269	   1.09	   1.37	   0.66	   0.95	   0.45	   3.44	  11.51	   0.87	   1.08	   0.50	   5.8	   1.1	   2.6	   2.6	   0.42	sync	 261	 853	1077
SPT-S_J050651-5332.2	  76.715	 -53.538	   3.27	   4.11	   0.47	   1.01	   0.29	   2.02	   6.75	   1.04	   2.84	   0.82	   1.4	   2.0	   2.2	   3.1	   0.53	dust	  47	1178	 738
SPT-S_J050652-5245.0	  76.718	 -52.752	   0.00	  -0.33	   0.34	   0.53	   0.22	   3.14	  10.51	   0.64	   0.79	   0.35	   NaN	   2.0	   2.0	   2.7	   0.56	dust	 982	1181	 239
SPT-S_J050653-5313.4	  76.724	 -53.225	   3.79	   4.77	   0.73	   2.72	   0.49	   1.92	   6.41	   1.65	   3.49	   1.36	   0.8	   1.5	   2.4	   2.7	   0.47	sync	 482	 450	 995
SPT-S_J050654-5053.5	  76.729	 -50.893	   1.04	   1.37	   0.60	   0.93	   0.41	   3.04	  10.53	   0.80	   0.95	   0.45	   5.6	   1.0	   2.6	   2.6	   0.41	sync	 515	 720	 870
SPT-S_J050654-5759.6	  76.729	 -57.994	   3.24	   3.92	   0.31	   0.39	   0.17	   0.06	   0.20	   0.44	   0.92	   0.30	  -8.1	   0.7	   2.7	   2.5	   0.38	sync	 448	 543	 269
SPT-S_J050656-5103.8	  76.734	 -51.065	   3.05	   3.99	   0.35	   0.50	   0.20	   1.45	   5.01	   0.63	   1.59	   0.47	   0.6	   1.5	   2.5	   3.0	   0.48	sync	 271	 336	 817
SPT-S_J050656-5943.2	  76.735	 -59.721	   5.18	   6.27	   5.94	   1.25	   1.29	   5.22	  16.73	  13.63	   4.17	   6.43	   2.7	   2.2	   1.0	   1.7	   0.67	dust	 385	1497	  12
SPT-S_J050657-5409.2	  76.738	 -54.154	   0.83	   1.05	   0.55	   0.85	   0.37	   3.30	  11.04	   0.80	   0.97	   0.46	   6.4	   1.3	   2.5	   2.6	   0.45	sync	 581	1032	 476
SPT-S_J050658-5435.0	  76.742	 -54.585	   5.15	   6.46	   5.72	   1.37	   1.42	   3.64	  12.18	  10.79	   3.50	   3.70	   1.7	   1.8	   1.1	   1.3	   0.52	dust	   8	  14	 654
SPT-S_J050658-5504.3	  76.742	 -55.072	   3.40	   4.28	   0.45	   0.96	   0.27	   1.74	   5.83	   0.92	   2.44	   0.71	   0.8	   1.7	   2.4	   3.0	   0.49	sync	 438	 439	 437
SPT-S_J050658-5242.6	  76.745	 -52.711	   0.92	   1.16	   0.58	   0.87	   0.40	   3.39	  11.33	   0.82	   1.02	   0.47	   6.2	   1.3	   2.5	   2.6	   0.44	sync	 902	1161	 395
SPT-S_J050659-5134.1	  76.748	 -51.568	   0.52	   0.69	   0.46	   0.74	   0.31	   3.01	  10.41	   0.71	   0.86	   0.39	   7.4	   1.5	   2.4	   2.7	   0.47	sync	 533	1215	 259
SPT-S_J050700-5314.0	  76.750	 -53.234	   3.47	   4.35	   2.30	   1.86	   1.72	   3.38	  11.30	   7.07	   4.62	   5.47	   2.6	   3.1	   1.4	   2.0	   0.77	dust	 430	 499	 936
SPT-S_J050701-5804.4	  76.755	 -58.075	   3.98	   4.82	   2.83	   1.91	   2.18	   2.81	   9.01	   5.63	   3.97	   4.12	   1.7	   2.1	   1.8	   2.1	   0.58	dust	 160	 838	  71
SPT-S_J050702-5534.6	  76.761	 -55.577	   0.00	  -0.19	   0.36	   0.56	   0.23	   3.30	  11.04	   0.65	   0.83	   0.35	   NaN	   2.0	   2.1	   2.7	   0.55	dust	 623	 366	 472
SPT-S_J050703-5320.1	  76.763	 -53.336	   1.16	   1.46	   0.66	   0.96	   0.45	   3.25	  10.89	   0.87	   1.02	   0.49	   5.5	   1.0	   2.6	   2.5	   0.41	sync	 110	 612	 974
SPT-S_J050703-5934.3	  76.763	 -59.572	   0.63	   0.77	   0.52	   0.75	   0.34	   3.37	  10.79	   0.78	   0.97	   0.45	   7.2	   1.6	   2.3	   2.7	   0.49	sync	 180	1230	 545
SPT-S_J050703-5200.3	  76.764	 -52.006	   1.49	   1.96	   0.90	   1.21	   0.64	   3.80	  13.14	   1.05	   1.36	   0.62	   5.2	   0.8	   2.7	   2.5	   0.39	sync	 229	1174	1279
SPT-S_J050703-5335.1	  76.765	 -53.587	   1.26	   1.58	   0.77	   1.09	   0.53	   3.87	  12.95	   1.01	   1.31	   0.58	   5.7	   1.1	   2.6	   2.6	   0.42	sync	 168	1276	 792
SPT-S_J050704-5624.0	  76.770	 -56.401	   3.13	   3.93	   0.45	   0.80	   0.27	   2.03	   6.78	   0.95	   2.62	   0.74	   1.5	   2.0	   2.2	   3.1	   0.54	dust	 508	 199	 695
SPT-S_J050705-5119.1	  76.774	 -51.318	   0.00	  -0.20	   0.39	   0.57	   0.26	   3.66	  12.68	   0.68	   0.90	   0.36	   NaN	   2.0	   2.1	   2.7	   0.56	dust	 316	 574	 855
SPT-S_J050707-5427.1	  76.781	 -54.453	   0.00	  -0.15	   0.38	   0.54	   0.25	   3.28	  10.98	   0.67	   0.82	   0.37	   NaN	   2.0	   2.1	   2.7	   0.55	dust	 207	 475	 697
SPT-S_J050708-5644.9	  76.784	 -56.749	   4.34	   5.45	   0.87	   3.68	   0.64	   0.68	   2.27	   1.42	   2.25	   1.15	  -2.4	  -0.0	   3.0	   2.0	   0.27	sync	  18	 122	 725
SPT-S_J050710-5824.7	  76.792	 -58.412	   0.56	   0.68	   0.48	   0.71	   0.32	   3.13	  10.03	   0.74	   0.90	   0.41	   7.3	   1.6	   2.3	   2.7	   0.49	sync	 164	 508	 720
SPT-S_J050710-5551.2	  76.793	 -55.855	   1.36	   1.71	   0.75	   1.06	   0.52	   3.18	  10.64	   0.91	   1.04	   0.52	   5.0	   0.8	   2.7	   2.4	   0.38	sync	 535	 635	 256
SPT-S_J050711-5814.1	  76.798	 -58.236	   0.90	   1.09	   0.59	   0.85	   0.39	   3.44	  11.02	   0.84	   1.05	   0.48	   6.3	   1.3	   2.4	   2.6	   0.45	sync	 334	 643	 517
SPT-S_J050714-5049.1	  76.812	 -50.820	   3.43	   4.49	   0.37	   0.58	   0.21	   1.03	   3.55	   0.61	   1.51	   0.45	  -0.6	   1.2	   2.6	   2.8	   0.43	sync	 613	 907	1169
SPT-S_J050716-5954.8	  76.820	 -59.914	   4.91	   5.94	   4.62	   1.53	   3.02	   1.10	   3.53	   3.14	   2.40	   1.57	  -1.4	  -0.7	   1.9	   1.5	   0.11	sync	  11	1818	 267
SPT-S_J050717-5347.2	  76.821	 -53.787	   0.13	   0.16	   0.44	   0.62	   0.29	   3.82	  12.78	   0.75	   0.98	   0.43	  11.9	   1.9	   2.1	   2.7	   0.54	dust	 154	1145	 570
SPT-S_J050717-5811.2	  76.822	 -58.187	   0.79	   0.95	   0.53	   0.78	   0.35	   3.09	   9.90	   0.77	   0.93	   0.43	   6.4	   1.4	   2.4	   2.6	   0.46	sync	 269	 597	 467
SPT-S_J050722-5252.0	  76.843	 -52.867	   3.02	   3.79	   0.39	   0.58	   0.23	   1.76	   5.89	   0.76	   1.96	   0.57	   1.2	   1.8	   2.3	   3.1	   0.51	dust	 872	 914	 429
SPT-S_J050723-5638.3	  76.847	 -56.639	   3.22	   4.04	   0.31	   0.38	   0.17	   0.09	   0.30	   0.44	   0.92	   0.30	  -7.1	   0.8	   2.8	   2.6	   0.38	sync	 233	 445	1058
SPT-S_J050723-5202.5	  76.849	 -52.043	   3.08	   4.04	   0.39	   0.63	   0.22	   1.78	   6.15	   0.75	   2.06	   0.58	   1.1	   1.8	   2.3	   3.1	   0.51	dust	 367	1403	1117
SPT-S_J050725-5013.3	  76.855	 -50.223	   7.16	   9.38	   8.70	   1.39	   1.41	   1.09	   3.76	   4.79	   2.43	   1.41	  -2.5	  -1.6	   1.2	   0.9	   0.00	sync	   2	1050	 183
SPT-S_J050725-5752.7	  76.857	 -57.878	   0.31	   0.37	   0.45	   0.67	   0.28	   3.62	  11.59	   0.75	   1.00	   0.41	   9.4	   1.8	   2.2	   2.7	   0.53	dust	 358	 389	 734
SPT-S_J050726-5513.0	  76.859	 -55.218	   0.87	   1.09	   0.57	   0.85	   0.38	   3.41	  11.40	   0.82	   1.00	   0.47	   6.4	   1.3	   2.5	   2.6	   0.45	sync	 199	 567	 824
SPT-S_J050730-5829.4	  76.875	 -58.491	   0.00	  -0.33	   0.36	   0.49	   0.24	   3.04	   9.73	   0.63	   0.78	   0.33	   NaN	   2.1	   2.0	   2.7	   0.57	dust	 437	 618	 748
SPT-S_J050731-5649.2	  76.879	 -56.821	   3.03	   3.80	   0.32	   0.40	   0.17	   0.80	   2.68	   0.50	   1.13	   0.36	  -0.9	   1.1	   2.6	   2.8	   0.43	sync	 263	 198	 412
SPT-S_J050732-5104.2	  76.884	 -51.071	  19.68	  25.79	  25.56	   1.64	   1.69	   7.39	  25.59	  24.79	   4.21	   4.16	  -0.0	  -0.1	   0.4	   0.5	   0.00	sync	   4	  13	 556
SPT-S_J050733-5636.2	  76.890	 -56.604	   3.34	   4.19	   0.49	   1.09	   0.30	   1.97	   6.60	   1.06	   2.85	   0.83	   1.2	   1.9	   2.2	   3.0	   0.53	dust	 305	 536	1172
SPT-S_J050733-5325.2	  76.891	 -53.421	   0.00	  -0.79	   0.32	   0.44	   0.19	   3.08	  10.30	   0.61	   0.73	   0.33	   NaN	   2.2	   1.9	   2.7	   0.59	dust	 316	 623	 913
SPT-S_J050734-5745.2	  76.893	 -57.754	   1.97	   2.38	   1.27	   1.26	   0.89	   3.69	  11.81	   1.25	   1.53	   0.71	   4.4	   0.3	   2.8	   2.2	   0.32	sync	 228	 329	 910
SPT-S_J050734-5247.6	  76.894	 -52.794	   3.76	   4.72	   0.78	   2.73	   0.54	   2.05	   6.87	   1.84	   3.79	   1.52	   1.0	   1.7	   2.3	   2.8	   0.49	sync	 698	 781	 494
SPT-S_J050734-5648.5	  76.895	 -56.809	   0.90	   1.13	   0.58	   0.88	   0.39	   3.49	  11.68	   0.84	   1.03	   0.48	   6.4	   1.3	   2.5	   2.6	   0.45	sync	 217	 185	 442
SPT-S_J050735-5340.1	  76.896	 -53.668	   2.46	   3.09	   1.82	   1.39	   1.22	   3.47	  11.62	   1.41	   1.53	   0.74	   3.6	  -0.5	   2.8	   1.8	   0.23	sync	 295	 949	 829
SPT-S_J050735-5927.3	  76.899	 -59.456	   0.30	   0.36	   0.43	   0.63	   0.30	   3.08	   9.87	   0.69	   0.85	   0.37	   9.0	   1.7	   2.2	   2.7	   0.51	dust	 475	 808	 707
SPT-S_J050736-5029.9	  76.904	 -50.500	   0.34	   0.44	   0.45	   0.68	   0.31	   3.39	  11.75	   0.72	   0.92	   0.40	   8.9	   1.7	   2.3	   2.7	   0.50	dust	 645	 502	 623
SPT-S_J050737-5604.6	  76.905	 -56.077	   0.48	   0.60	   0.47	   0.71	   0.31	   3.34	  11.16	   0.74	   0.92	   0.42	   7.9	   1.6	   2.3	   2.7	   0.50	sync	 541	1255	 814
SPT-S_J050737-5749.8	  76.905	 -57.830	   3.33	   4.03	   0.32	   0.42	   0.17	   0.13	   0.41	   0.46	   0.97	   0.32	  -6.2	   0.7	   2.8	   2.5	   0.37	sync	 275	 394	 929
SPT-S_J050737-5830.0	  76.907	 -58.501	   3.50	   4.23	   0.35	   0.50	   0.19	   0.30	   0.97	   0.51	   1.11	   0.37	  -4.0	   0.7	   2.8	   2.5	   0.38	sync	 505	 682	 801
SPT-S_J050741-5839.1	  76.922	 -58.652	   3.28	   3.97	   0.35	   0.48	   0.19	   0.84	   2.68	   0.56	   1.26	   0.40	  -1.1	   1.1	   2.6	   2.7	   0.42	sync	  34	 755	 929
SPT-S_J050741-5608.7	  76.922	 -56.145	   3.12	   3.92	   0.32	   0.41	   0.18	   0.69	   2.31	   0.50	   1.11	   0.36	  -1.4	   1.1	   2.7	   2.7	   0.42	sync	 336	1050	 704
SPT-S_J050741-5039.6	  76.924	 -50.660	   0.00	  -1.58	   0.29	   0.39	   0.17	   3.35	  11.57	   0.58	   0.72	   0.30	   NaN	   2.4	   1.8	   2.6	   0.62	dust	 704	 812	 979
SPT-S_J050741-5442.9	  76.924	 -54.715	   0.11	   0.13	   0.42	   0.60	   0.28	   3.44	  11.49	   0.70	   0.88	   0.39	  12.1	   1.9	   2.2	   2.7	   0.53	dust	 266	 617	 990
SPT-S_J050744-5916.2	  76.934	 -59.271	   2.03	   2.45	   1.24	   1.29	   0.87	   3.30	  10.56	   1.16	   1.27	   0.65	   4.0	   0.0	   2.9	   2.0	   0.28	sync	 197	 142	 727
SPT-S_J050746-5813.7	  76.942	 -58.230	   0.93	   1.13	   0.58	   0.83	   0.40	   3.15	  10.09	   0.80	   0.96	   0.45	   6.0	   1.2	   2.5	   2.6	   0.44	sync	  81	 369	 717
SPT-S_J050746-5410.1	  76.944	 -54.168	   0.35	   0.44	   0.44	   0.68	   0.29	   3.29	  11.00	   0.71	   0.91	   0.39	   8.8	   1.7	   2.3	   2.7	   0.50	dust	 218	1424	 190
SPT-S_J050747-5156.1	  76.948	 -51.936	  11.75	  15.40	  15.06	   1.47	   1.44	   3.46	  11.97	  10.96	   3.64	   3.32	  -0.7	  -0.9	   0.8	   1.0	   0.00	sync	   2	1407	1139
SPT-S_J050747-5112.2	  76.949	 -51.203	   0.00	  -1.52	   0.31	   0.40	   0.20	   3.86	  13.36	   0.61	   0.80	   0.33	   NaN	   2.5	   1.8	   2.6	   0.63	dust	 338	 453	 299
SPT-S_J050749-5240.8	  76.956	 -52.680	   0.00	  -1.93	   0.25	   0.34	   0.15	   3.00	  10.05	   0.54	   0.66	   0.26	   NaN	   2.5	   1.7	   2.6	   0.64	dust	 440	 796	 784
SPT-S_J050750-5242.0	  76.962	 -52.701	   3.13	   3.93	   0.37	   0.53	   0.22	   1.43	   4.80	   0.66	   1.64	   0.49	   0.5	   1.5	   2.5	   3.0	   0.48	sync	 432	 743	 750
SPT-S_J050752-5920.4	  76.967	 -59.341	   1.92	   2.32	   1.10	   1.23	   0.77	   3.07	   9.82	   1.08	   1.12	   0.61	   3.9	   0.1	   2.9	   2.1	   0.29	sync	 267	 389	 559
SPT-S_J050752-5128.7	  76.968	 -51.479	   0.00	  -1.17	   0.30	   0.43	   0.18	   3.15	  10.91	   0.58	   0.72	   0.31	   NaN	   2.3	   1.9	   2.6	   0.60	dust	 413	1243	 725
SPT-S_J050753-5651.7	  76.971	 -56.862	   1.35	   1.70	   0.75	   1.05	   0.52	   3.29	  11.00	   0.92	   1.07	   0.52	   5.1	   0.8	   2.7	   2.4	   0.38	sync	  80	 382	 234
SPT-S_J050754-5315.5	  76.978	 -53.258	   3.29	   4.13	   0.40	   0.68	   0.23	   1.54	   5.16	   0.76	   1.93	   0.57	   0.6	   1.6	   2.4	   2.9	   0.48	sync	 488	 102	 452
SPT-S_J050755-5450.5	  76.980	 -54.843	   3.14	   3.95	   0.34	   0.45	   0.18	   1.00	   3.34	   0.55	   1.28	   0.40	  -0.5	   1.2	   2.6	   2.8	   0.44	sync	 326	 539	 554
SPT-S_J050755-5944.4	  76.982	 -59.740	   1.43	   1.73	   0.79	   1.05	   0.54	   3.23	  10.36	   0.94	   1.09	   0.54	   4.9	   0.7	   2.7	   2.4	   0.37	sync	 261	1206	 463
SPT-S_J050756-5051.1	  76.986	 -50.852	   0.00	  -0.63	   0.35	   0.50	   0.22	   3.70	  12.80	   0.66	   0.84	   0.36	   NaN	   2.2	   2.0	   2.7	   0.58	dust	 234	 811	1166
SPT-S_J050756-5125.8	  76.987	 -51.430	   2.62	   3.43	   2.45	   1.43	   1.48	   4.31	  14.92	   2.08	   7.08	   1.18	   4.0	   0.3	   3.2	   2.3	   0.35	sync	 327	1101	 575
SPT-S_J050757-5119.7	  76.988	 -51.330	   3.11	   4.07	   0.26	   0.31	   0.14	   0.00	  -3.88	   0.34	   0.63	   0.22	   NaN	   0.4	   2.8	   2.3	   0.33	sync	 153	 799	 460
SPT-S_J050757-5108.9	  76.991	 -51.150	   3.04	   3.98	   0.27	   0.32	   0.14	   0.00	  -1.86	   0.37	   0.72	   0.25	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 218	 383	 199
SPT-S_J050758-5020.9	  76.994	 -50.349	   2.82	   3.70	   2.75	   1.43	   1.51	   4.31	  14.90	   2.31	   7.74	   1.29	   3.8	   0.1	   3.2	   2.2	   0.34	sync	 265	 879	 467
SPT-S_J050758-5850.5	  76.995	 -58.842	  47.34	  57.31	  57.01	   2.58	   2.58	  14.92	  47.79	  47.01	   5.37	   5.27	  -0.5	  -0.5	   0.3	   0.3	   0.00	sync	   3	 961	1474
SPT-S_J050800-5304.7	  77.002	 -53.080	   3.43	   4.31	   0.32	   0.44	   0.18	   0.04	   0.12	   0.46	   0.99	   0.32	  -9.7	   0.7	   2.8	   2.5	   0.37	sync	 330	 676	 693
SPT-S_J050801-5053.4	  77.008	 -50.891	   0.00	  -1.56	   0.28	   0.40	   0.17	   3.24	  11.20	   0.58	   0.69	   0.29	   NaN	   2.4	   1.8	   2.6	   0.62	dust	 250	 696	1020
SPT-S_J050802-5131.6	  77.009	 -51.528	   1.06	   1.40	   0.62	   0.94	   0.43	   3.15	  10.90	   0.83	   0.96	   0.47	   5.6	   1.0	   2.6	   2.6	   0.42	sync	 452	1328	 678
SPT-S_J050802-5405.5	  77.012	 -54.092	   0.00	  -2.96	   0.23	   0.30	   0.13	   3.42	  11.45	   0.53	   0.64	   0.26	   NaN	   2.8	   1.6	   2.4	   0.69	dust	 104	1451	 491
SPT-S_J050803-5741.3	  77.013	 -57.689	   0.50	   0.61	   0.46	   0.69	   0.30	   3.12	   9.99	   0.72	   0.90	   0.39	   7.6	   1.6	   2.3	   2.7	   0.49	sync	 395	 276	 694
SPT-S_J050804-5640.6	  77.018	 -56.678	   0.97	   1.22	   0.61	   0.88	   0.43	   3.44	  11.50	   0.85	   1.04	   0.50	   6.1	   1.2	   2.5	   2.6	   0.44	sync	 177	 469	 904
SPT-S_J050805-5229.7	  77.023	 -52.495	   3.36	   4.23	   0.38	   0.59	   0.21	   1.22	   4.09	   0.66	   1.58	   0.49	  -0.1	   1.3	   2.6	   2.9	   0.44	sync	 149	1238	 474
SPT-S_J050806-5747.6	  77.029	 -57.794	   3.12	   3.77	   0.29	   0.36	   0.16	   0.00	  -0.24	   0.41	   0.84	   0.28	   NaN	   0.7	   2.8	   2.5	   0.37	sync	 461	 138	1071
SPT-S_J050807-5505.5	  77.032	 -55.092	   3.08	   3.87	   0.30	   0.37	   0.16	   0.27	   0.89	   0.44	   0.94	   0.30	  -4.0	   0.8	   2.7	   2.6	   0.40	sync	 212	 491	 459
SPT-S_J050809-5950.8	  77.040	 -59.848	   3.43	   4.15	   0.42	   0.72	   0.25	   1.39	   4.45	   0.76	   1.83	   0.58	   0.2	   1.4	   2.5	   2.9	   0.46	sync	 260	1466	 638
SPT-S_J050811-5614.8	  77.049	 -56.247	   1.21	   1.52	   0.67	   0.97	   0.47	   3.10	  10.36	   0.85	   0.99	   0.47	   5.2	   0.9	   2.7	   2.5	   0.40	sync	 133	 937	 887
SPT-S_J050815-5441.7	  77.064	 -54.697	   2.88	   3.62	   2.35	   1.41	   1.41	   3.22	  10.76	   1.56	   1.43	   0.77	   3.0	  -1.0	   2.5	   1.4	   0.15	sync	 525	 797	1110
SPT-S_J050816-5828.1	  77.071	 -58.470	   0.13	   0.16	   0.40	   0.61	   0.25	   3.26	  10.43	   0.69	   0.86	   0.39	  11.4	   1.9	   2.2	   2.7	   0.54	dust	 221	 738	1124
